Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Intiial Trading High,Initial Trading Low,Close Day 1,Volume Initial Trading Day,Close Day 7 Trading,Price End Day 30,Price End Day 90,Price End Day 180,Price End Day 365,Price End Day 2 Years,Price End Day 5 Years,Price End Day 10 Years,notes,,,,,,,,,
AIM,30/03/2006,01/03/2006,2006,IPO,,PEACH HLDGS INC,New Company Placing,USA,8775,General Financial,Specialty Finance,309,,321.02,Colins Stewart Europe Limited,120.17,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/03/2006,01/03/2006,2006,IPO,,MORSON GROUP,New Company Placing,United Kingdom,2793,Support Services,Business Training & Employment Agencies,160,,72.55,Brewin Dolphin Securities Limited,36,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,29/03/2006,01/03/2006,2006,IPO,,HSBC INFRASTRUCTURE CO,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,250,,250,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/03/2006,01/03/2006,2006,IPO,,BULGARIAN LAND DEVELOPMENT,New Company Placing,United Kingdom,8733,Real Estate,Real Estate Holding & Development,100,,25,Seymour Pierce Limited,23,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/03/2006,01/03/2006,2006,IPO,,CASHBOX,New Company Placing,United Kingdom,2791,Support Services,Business Support Services,20,,12.19,Seymour Pierce Limited,4.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/03/2006,01/03/2006,2006,IPO,,PLAYTECH,New Company Placing,British Virgin Islands,5752,Travel & Leisure,Gambling,257,,548.27,Colins Stewart Europe Limited,265.08,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,28/03/2006,01/03/2006,2006,IPO,,PSOLVE ALTERNATIVES PCC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,24.6,,24.6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/03/2006,01/03/2006,2006,IPO,,NORTHBRIDGE INDUSTRIAL SERVICES,New Company Placing,United Kingdom,2757,Industrial Engineering,Industrial Machinery,100,,7.39,Charles Stanley Securities,6.44,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/03/2006,01/03/2006,2006,IPO,,O TWELVE ESTATES,New Company Placing,United Kingdom,8733,Real Estate,Real Estate Holding & Development,100,,122.5,Colins Stewart Europe Limited,122.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/03/2006,01/03/2006,2006,IPO,,WESTERN & ORIENTAL,New Company Placing,United Kingdom,5759,Travel & Leisure,Travel & Tourism,22,,8.97,Evolution Securities Limited,4.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,24/03/2006,01/03/2006,2006,IPO,,DEXION ALPHA STRATEGIES,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,129.51,,129.51,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/03/2006,01/03/2006,2006,IPO,,AURORA RUSSIA,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,100,,75,Investec Bank (UK) Limited,75,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/03/2006,01/03/2006,2006,IPO,,TEJOORI,New Company Placing,British Virgin Islands,8985,Equity Investment Instruments,Equity Investment Instruments,85.489569,,15.7,Investec Bank (UK) Limited,23.36,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/03/2006,01/03/2006,2006,IPO,,VENTECO,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,3,,3.63,Libertas Capital Corporate Finance Limited,3.1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/03/2006,01/03/2006,2006,IPO,,LITCOMP,New Company Placing,United Kingdom,8536,Nonlife Insurance,Property & Casualty Insurance,61,,6.38,Daniel Stewart & Company plc,0.35,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/03/2006,01/03/2006,2006,IPO,,EASTERN EUROPEAN PROPERTY FUND,New Company Placing,United Kingdom,8733,Real Estate,Real Estate Holding & Development,100,,20,Colins Stewart Europe Limited,20,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/03/2006,01/03/2006,2006,IPO,,PACTOLUS HUNGARIAN PROPERTY,New Company Placing,United Kingdom,8733,Real Estate,Real Estate Holding & Development,60,,12.33,City Financial Associates Limited,9.02,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/03/2006,01/03/2006,2006,IPO,,SYNTOPIX GROUP,New Company Placing,United Kingdom,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,177,,9.22,KBC Peel Hunt Limited,3.22,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/03/2006,01/03/2006,2006,IPO,,VINALAND,New Company Placing,Cayman Islands,8733,Real Estate,Real Estate Holding & Development,56.993,,116.75,Grant Thornton UK LLP ,116.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/03/2006,01/03/2006,2006,IPO,,FINDERS RESOURCES,New Company Placing,Australia,1775,Mining,General Mining,20,,10.56,RFC Corporate Finance Limited,3.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/03/2006,01/03/2006,2006,IPO,,NOIDA TOLL BRIDGE CO,New Company Placing,India,2777,Industrial Transportation,Transportation Services,225.6924,,25.65,Colins Stewart Europe Limited,25.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/03/2006,01/03/2006,2006,IPO,,SANDVINE CORP,New Company Placing,Canada,9578,Technology Hardware & Equipment,Telecommunications Equipment,75,,85.82,Canaccord Adams Limited,25.14,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/03/2006,01/03/2006,2006,IPO,,KALAHARI MINERALS,New Company Placing,United Kingdom,1775,Mining,General Mining,15,,14.14,Corporate Synergy plc,6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/03/2006,01/03/2006,2006,IPO,,AQUA BOUNTY TECHNOLOGIES INC,New Company Placing,USA,4573,Pharmaceuticals & Biotechnology,Biotechnology,148,,73.69,Nomura Code Securities Limited,20,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/03/2006,01/03/2006,2006,IPO,,PLANET GROUP INC,New Company Placing,USA,8777,General Financial,Investment Services,125,,17.79,Canaccord Adams Limited,7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/03/2006,01/03/2006,2006,IPO,,SERVOCELL GROUP,New Company Placing,United Kingdom,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,54,,20.48,Brewin Dolphin Securities Limited,5.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/03/2006,01/03/2006,2006,IPO,,KLEENAIR SYSTEMS INTERNATIONAL,New Company Placing,United Kingdom,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,45,,8.51,ARM Corporate Finance Limited,1.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/03/2006,01/03/2006,2006,IPO,,SPEYMILL DEUTSCHE IMMOBILIEN CO,New Company Placing,United Kingdom,8733,Real Estate,Real Estate Holding & Development,100,,170,Smith & Williamson Corporate Finance Limited,170,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/03/2006,01/03/2006,2006,IPO,,INVOCAS GROUP,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,111,,31.71,Charles Stanley Securities,9.51,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/03/2006,01/03/2006,2006,IPO,,VENTUS 2 VCT,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,2.34,,2.34,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/03/2006,01/03/2006,2006,IPO,,VENTUS 3 VCT,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,2.34,,2.34,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/03/2006,01/03/2006,2006,IPO,,NEW MEDIA LOTTERY SERVICES,New Company Placing,Republic of Ireland,5752,Travel & Leisure,Gambling,50,,12.28,Zimmerman Adams International Ltd,1.84,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/03/2006,01/03/2006,2006,IPO,,PUMA BRANDENBURG,New Company Placing,United Kingdom,8733,Real Estate,Real Estate Holding & Development,100,,185,Grant Thornton UK LLP ,185,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/03/2006,01/03/2006,2006,IPO,,MTI WIRELESS EDGE,New Company Placing,Israel,9578,Technology Hardware & Equipment,Telecommunications Equipment,39,,20.97,Corporate Synergy plc,7,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,15/03/2006,01/03/2006,2006,IPO,,RIGHTMOVE,New Company Placing,United Kingdom,5555,Media,Media Agencies,335,,424.65,,75.94,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,15/03/2006,01/03/2006,2006,IPO,,SCOTT WILSON GROUP,New Company Placing,United Kingdom,2791,Support Services,Business Support Services,158,,111.96,,71.57,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/03/2006,01/03/2006,2006,IPO,,LONDON ASIA CHINESE PRIVATE EQUITY,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,100,,52.85,Colins Stewart Europe Limited,50,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/03/2006,01/03/2006,2006,IPO,,AMUR MINERALS CORP,New Company Placing,British Virgin Islands,1775,Mining,General Mining,33,,28.45,Nabarro Wells & Co. Limited,4.08,-,-,,,,,,,,,,,,,,,,,,,,,,,
PSM,14/03/2006,01/03/2006,2006,IPO,,MACQUARIE KOREA INFRASTRUCTURE FUND,International Offering (GDR),South Korea,8985,Equity Investment Instruments,Equity Investment Instruments,7.1921,,423.99,,423.99,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/03/2006,01/03/2006,2006,IPO,,PLATINUM DIVERSIFIED MINING INC,New Company Placing,Cayman Islands,8775,General Financial,Specialty Finance,460.5,,57.19,KBC Peel Hunt Limited,45.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,13/03/2006,01/03/2006,2006,IPO,,BARONSMEAD AIM VCT,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,3.53,,3.53,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/03/2006,01/03/2006,2006,IPO,,OVUM,New Company Placing,United Kingdom,9533,Software & Computer Services,Computer Services,190,,20.49,Bridgewell Limited,7.71,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,10/03/2006,01/03/2006,2006,IPO,,CORE VCT III,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,7.52,,7.52,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,09/03/2006,01/03/2006,2006,IPO,,GOLD FROST,New Company Placing,Israel,3577,Food Producers,Food Products,35,,18.5,Corporate Synergy plc,4.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,08/03/2006,01/03/2006,2006,IPO,,KENT RELIANCE BS,New Company Placing,United Kingdom,8350,Preference,Preference,1,, -   ,,22,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/03/2006,01/03/2006,2006,IPO,,NETSERVICES,New Company Placing,United Kingdom,9535,Software & Computer Services,Internet,71,,20.48,Arbuthnot Securities Limited,11,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/03/2006,01/03/2006,2006,IPO,,COHORT,New Company Placing,United Kingdom,2791,Support Services,Business Support Services,123,,27.21,Investec Bank (UK) Limited,9.51,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/03/2006,01/03/2006,2006,IPO,,CORE BUSINESS(THE),New Company Placing,United Kingdom,3767,Personal Goods,Personal Products,4,,1.61,ARM Corporate Finance Limited,0.41,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/03/2006,01/03/2006,2006,IPO,,SINOSOFT TECHNOLOGY,New Company Placing,United Kingdom,9537,Software & Computer Services,Software,19,,31.46,Westhouse Securities LLP,9.72,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/03/2006,01/03/2006,2006,IPO,,KIMCOR DIAMONDS,New Company Placing,United Kingdom,1773,Mining,Diamonds & Gemstones,15,,9.52,Westhouse Securities LLP,3.35,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/03/2006,01/03/2006,2006,IPO,,BETEX GROUP,New Company Placing,United Kingdom,5752,Travel & Leisure,Gambling,34,,45.32,Cenkos Securities Limited,13.1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/03/2006,01/03/2006,2006,IPO,,CERAMIC FUEL CELLS,New Company Placing,Australia,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,21.25,,61.24,Libertas Capital Corporate Finance Limited,37.19,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/03/2006,01/03/2006,2006,IPO,,ARTHRO KINETICS,New Company Placing,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,120,,33.12,Nomura Code Securities Limited,6,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,01/03/2006,01/03/2006,2006,IPO,,KINGDOM HOTEL INVESTMENTS,International Offering (GDR),Cayman Islands,5753,Travel & Leisure,Hotels,9.25,,249.54,,249.54,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/03/2006,01/03/2006,2006,IPO,,ATLAS ESTATES,New Company Placing,United Kingdom,8733,Real Estate,Real Estate Holding & Development,341,,156.95,UBS Investment Bank Limited,110.23,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/03/2006,01/03/2006,2006,IPO,,WORK GROUP,New Company Placing,United Kingdom,2793,Support Services,Business Training & Employment Agencies,80.5,,19.11,Altium Capital Limited,11,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/02/2006,01/02/2006,2006,IPO,,INTERBULK INVESTMENTS,New Company Placing,United Kingdom,2777,Industrial Transportation,Transportation Services,20,,19.58,City Financial Associates Limited,14.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/02/2006,01/02/2006,2006,IPO,,CLEAN AIR POWER,New Company Placing,Bermuda,2757,Industrial Engineering,Industrial Machinery,100,,26.32,Canaccord Adams Limited,10,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/02/2006,01/02/2006,2006,IPO,,AGI THERAPEUTICS,New Company Placing,Republic of Ireland,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,86.5,,58.31,Davy,29.18,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/02/2006,01/02/2006,2006,IPO,,PHYNOVA GROUP,New Company Placing,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,60,,8.88,Nabarro Wells & Co. Limited,3.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
