Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Intiial Trading High,Initial Trading Low,Close Day 1,Volume Initial Trading Day,Close Day 7 Trading,Price End Day 30,Price End Day 90,Price End Day 180,Price End Day 365,Price End Day 2 Years,Price End Day 5 Years,Price End Day 10 Years,notes,,,,,,,,,
AIM,18/12/2012,01/12/2012,2012,IPO,,FUSIONEX INTERNATIONAL PLC,New Company Placing,United Kingdom,9537,Software & Computer Services,Software,150,,64.5,Panmure Gordon (UK) Limited,11.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,17/12/2012,01/12/2012,2012,IPO,,KCELL JSC,International Offering (GDR),Kazakhstan,6575,Mobile Telecommunications,Mobile Telecommunications,10.5,,"1,298.93",,260.59,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/12/2012,01/12/2012,2012,IPO,,STARWOOD EUROPEAN REAL EST FIN LTD,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,228.5,,228.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/12/2012,01/12/2012,2012,IPO,,VENN LIFE SCIENCES,New Company Placing,United Kingdom,4533,Health Care Equipment & Services,Health Care Providers,30,,6.03,Zeus Capital Limited,2.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,12/12/2012,01/12/2012,2012,IPO,,IG SEISMIC SERVICES PLC,International Offering (GDR),Cyprus,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,25,,161.08,,161.08,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/12/2012,01/12/2012,2012,IPO,,PREMIER AFRICAN MINERALS LTD,New Company Placing,British Virgin Islands,1775,Mining,General Mining,2,,6.71,Cairn financial advisers LLP,1.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
SFM,06/12/2012,01/12/2012,2012,IPO,,BLUE CAPITAL GLOBAL REINSURANCE FD,New Company Placing,Bermuda,8985,Equity Investment Instruments,Equity Investment Instruments,1,,61.92,,61.92,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,03/12/2012,01/12/2012,2012,IPO,,MEGAFON(OJSC),International Offering (GDR),Russia,6575,Mobile Telecommunications,Mobile Telecommunications,,,"7,669.90",,1240,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/11/2012,01/11/2012,2012,IPO,,SHERBORNE INVESTORS(GUERNSEY) B LTD,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,100,,207,Jeffries International Limited,207,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/11/2012,01/11/2012,2012,IPO,,CENTURION RESOURCES PLC,New Company Placing,United Kingdom,1755,Industrial Metals,Nonferrous Metals,1,,2.3,Beaumont Cornish Limited,1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,09/11/2012,01/11/2012,2012,IPO,,VMOTO LTD,New Company Placing,Australia,3745,Leisure Goods,Recreational Products,1.3,,11.65,finnCap Limited,1.57,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,29/10/2012,01/10/2012,2012,IPO,,ACORN MINERALS PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,20,,2.86,,1.55,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,26/10/2012,01/10/2012,2012,IPO,,BACIT LTD,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,206.73,,206.73,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,24/10/2012,01/10/2012,2012,IPO,,BLACKROCK NORTH AMERICAN INC TR PLC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,61.57,,65,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,17/10/2012,01/10/2012,2012,IPO,,MD MEDICAL GROUP INVEST PLC,International Offering (GDR),Cyprus,4533,Health Care Equipment & Services,Health Care Providers,12,,558.03,,558.03,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,16/10/2012,01/10/2012,2012,IPO,,DIRECT LINE INSURANCE GROUP PLC,New Company Placing,United Kingdom,8536,Nonlife Insurance,Property & Casualty Insurance,175,,"2,625.00",,787.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,15/10/2012,01/10/2012,2012,IPO,,PICTON ZDP LTD,New Company Placing,United Kingdom,5,Company Bonds,Company Bonds,100,,22,,22,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,09/10/2012,01/10/2012,2012,IPO,,SULA IRON & GOLD PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,6,,6.85,Cairn Financial Advisers LLP,1.15,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/10/2012,01/10/2012,2012,IPO,,BLUR GROUP PLC,New Company Placing,United Kingdom,9535,Software & Computer Services,Internet,82,,20.14,Singer Capital Makets Limited,4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/09/2012,01/09/2012,2012,IPO,,CLINIGEN GROUP PLC,New Company Placing,United Kingdom,5333,Food & Drug Retailers,Drug Retailers,164,,135.39,Numis Securities Limited,50.02,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/09/2012,01/09/2012,2012,IPO,,ELAND OIL & GAS PLC,New Company Placing,United Kingdom,533,Oil & Gas Producers,Exploration & Production,100,,134.87,Canaccord Genuity Ltd,118,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/08/2012,01/08/2012,2012,IPO,,FOX MARBLE HOLDINGS PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,20,,21.44,Fox-Davies Capital Limited,6.59,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/08/2012,01/08/2012,2012,IPO,,CHINA CHAINTEK UNITED CO LTD,New Company Placing,Cayman Islands,2777,Industrial Transportation,Transportation Services,160,,84.17,ZAI Corporate Finance Limited,7.52,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/08/2012,01/08/2012,2012,IPO,,LZYE GROUP PLC,New Company Placing,United Kingdom,5377,General Retailers,Specialized Consumer Services,8,,19.74,Zeus Capital Limited,1.55,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,13/08/2012,01/08/2012,2012,IPO,,GROUND RENTS INCOME FUND PLC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,23.29,,23.29,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/07/2012,01/07/2012,2012,IPO,,GOOD ENERGY GROUP PLC,New Company Placing,United Kingdom,7537, Electricity, Alternative Electricity,85,,10.64,Nplus 1 Brewin LLP,4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/07/2012,01/07/2012,2012,IPO,,WISHBONE GOLD PLC,New Company Placing,Gibraltar,1777,Mining,Gold Mining,2,,3.42,Shore Capital and Corporate Limited,0.52,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/07/2012,01/07/2012,2012,IPO,,REVOLYMER PLC,New Company Placing,United Kingdom,1357,Chemicals,Specialty Chemicals,100,,53.02,Panmure Gordon (UK) Limited,25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,09/07/2012,01/07/2012,2012,IPO,,PRAETORIAN RESOURCES LTD,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,50,,20.04,Westhouse Securities Limited,9.3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/07/2012,01/07/2012,2012,IPO,,KADA TECHNOLOGY HLDGS LTD,New Company Placing,Bermuda,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,178,,103.16,finnCap Limited,1.33,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/06/2012,01/06/2012,2012,IPO,,NEW TREND LIFESTYLE GROUP PLC,New Company Placing,United Kingdom,5379,General Retailers,Specialty Retailers,8,,8,Zeus Capital Limited,0.96,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,27/06/2012,01/06/2012,2012,IPO,,DCG IRIS LTD,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,40.15,,40.15,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/06/2012,01/06/2012,2012,IPO,,GLOBAL MARKET GROUP LTD,New Company Placing,Cayman Islands,5555,Media,Media Agencies,130,,127.11,Grant Thornton UK LLP,9.68,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/06/2012,01/06/2012,2012,IPO,,UTILITYWISE PLC,New Company Placing,United Kingdom,2791,Support Services,Business Support Services,60,,36.86,finnCap Limited,6.86,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/06/2012,01/06/2012,2012,IPO,,SACOVEN PLC,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,100,,6,Liberum Capital Limited,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/06/2012,01/06/2012,2012,IPO,,WANDISCO PLC,New Company Placing,United Kingdom,9537,Software & Computer Services,Software,180,,36.99,Panmure Gordon (UK) Limited,15,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/05/2012,01/05/2012,2012,IPO,,MERCOM OIL SANDS PLC,New Company Placing,United Kingdom,533,Oil & Gas Producers,Exploration & Production,10,,31.69,Libertas Capital Corporate Fin,3.35,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/05/2012,01/05/2012,2012,IPO,,INCADEA PLC,New Company Placing,United Kingdom,9537,Software & Computer Services,Software,75,,37.68,Cenkos Securities Limited,13.63,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/05/2012,01/05/2012,2012,IPO,,CLUFF NATURAL RESOURCES PLC,New Company Placing,United Kingdom,8777,General Financial,Investment Services,5,,4.35,Shore Capital & Corporate Limi,3.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,09/05/2012,01/05/2012,2012,IPO,,PUMA VCT 8 PLC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,12.82,,12.82,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/05/2012,01/05/2012,2012,IPO,,RETROSCREEN VIROLOGY PLC,New Company Placing,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,80,,32.78,Numis Securities Limited,15,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/05/2012,01/05/2012,2012,IPO,,SNOOZEBOX HLDGS PLC,New Company Placing,United Kingdom,5753,Travel & Leisure,Hotels,40,,20.52,Panmure Gordon & Co,12,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/04/2012,01/04/2012,2012,IPO,,ZATTIKKA PLC,New Company Placing,United Kingdom,3747,Leisure Goods,Toys,100,,21.97,Canaccord Genuity Limited,12.64,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,11/04/2012,01/04/2012,2012,IPO,,TP12(I) VCT PLC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,3.65,,3.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,05/04/2012,01/04/2012,2012,IPO,,NMC HEALTH PLC,New Company Placing,United Kingdom,4533,Health Care Equipment & Services,Health Care Providers,210,,390,,117,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/04/2012,01/04/2012,2012,IPO,,NAIBU GLOBAL INTL CO LTD,New Company Placing,United Kingdom,3765,Personal Goods,Footwear,124,,68,Daniel Stewart & Company plc,6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/04/2012,01/04/2012,2012,IPO,,AUHUA CLEAN ENERGY PLC,New Company Placing,United Kingdom,583,Alternative Energy,Renewable Energy Equipment,40,,25.43,NORTHLAND CAPITAL PARNERS LIMI,1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/03/2012,01/03/2012,2012,IPO,,RARE EARTHS GLOBAL PLC,New Company Placing,Cayman Islands,1775,Mining,General Mining,247,,158.33,Charles Stanley Securities,6.4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,26/03/2012,01/03/2012,2012,IPO,,BUSHVELD MINERALS LTD,New Company Placing,United Kingdom,1775,Mining,General Mining,20,,59.73,Charles Stanley Securities,5.73,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,23/03/2012,01/03/2012,2012,IPO,,BLUECREST BLUETREND LTD,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,105.21,,105.21,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,22/03/2012,01/03/2012,2012,IPO,,ENERGY ASSETS GROUP PLC,New Company Placing,United Kingdom,2791,Support Services,Business Support Services,210,,57,,15,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,19/03/2012,01/03/2012,2012,IPO,,OCTOPUS VCT 4 PLC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,3.32,,3.32,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,19/03/2012,01/03/2012,2012,IPO,,OCTOPUS VCT 3 PLC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,3.32,,3.32,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,06/03/2012,01/03/2012,2012,IPO,,ALCENTRA EUROPEAN FLTG RTE INC FD,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,80.72,,80.72,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/03/2012,01/03/2012,2012,IPO,,QANNAS INVESTMENTS LTD,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,63.3,,12.47,Deloitte LLP,11.69,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/03/2012,01/03/2012,2012,IPO,,PAPUA MINING PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,44,,14.03,Cenkos Securities Limited,7.01,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/02/2012,01/02/2012,2012,IPO,,BELVOIR LETTINGS PLC,New Company Placing,United Kingdom,8637, Real Estate Investment & Services, Real Estate Services,75,,11.21,Seymour Pierce Limited,7.29,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/02/2012,01/02/2012,2012,IPO,,SPORTS STARS MEDIA PLC,New Company Placing,United Kingdom,5553,Media,Broadcasting & Entertainment,1,,3.6,Cairn Financial Advisers LLP,1.6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/02/2012,01/02/2012,2012,IPO,,LEAD ALL INVESTMENTS LTD,New Company Placing,Cayman Islands,8775,General Financial,Specialty Finance,10,,3,ZAI Corporate Finance Limited,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/02/2012,01/02/2012,2012,IPO,,TANGIERS PETROLEUM LTD,New Company Placing,Australia,533,Oil & Gas Producers,Exploration & Production,33,,33.2,RFC Corporate Finance Limited,4.21,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,24/01/2012,01/01/2012,2012,IPO,,RUSPETRO PLC,International Offering (GDR),United Kingdom,533,Oil & Gas Producers,Exploration & Production,134,,440.59,,162.87,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,21/12/2011,01/12/2011,2011,IPO,,BILFINGER BERGER GLOBAL INFRA SICAV,New Company Placing,Luxembourg,8985,Equity Investment Instruments,Equity Investment Instruments,100,,212,,212,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/12/2011,01/12/2011,2011,IPO,,TLA WORLDWIDE PLC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,20,,12.77,Cenkos Securities Limited,11.96,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/11/2011,01/11/2011,2011,IPO,,INSPIRED ENERGY PLC,New Company Placing,United Kingdom,2791,Support Services,Business Support Services,3,,10.62,Shore Capital & Corporate Limi,3.35,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/11/2011,01/11/2011,2011,IPO,,MAGNOLIA PETROLEUM PLC,New Company Placing,United Kingdom,533,Oil & Gas Producers,Exploration & Production,0.55,,3.08,Daniel Stewart & Company plc,1.21,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/11/2011,01/11/2011,2011,IPO,,SPHERE MEDICAL HLDG PLC,New Company Placing,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,92.5,,16.52,Peel Hunt,14,-,-,,,,,,,,,,,,,,,,,,,,,,,
SFM,09/11/2011,01/11/2011,2011,IPO,,DAMILLE INVESTMENTS II LTD,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,74,,74,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,09/11/2011,01/11/2011,2011,IPO,,NANDAN CLEANTEC PLC,New Company Placing,United Kingdom,587, Alternative Energy, Alternative Fuels,60,,166.1,Arden Partners Limited,16.1,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,02/11/2011,01/11/2011,2011,IPO,,POLYMETAL INTL PLC,New Company Placing,United Kingdom,1779,Mining,Platinum & Precious Metals,920,,"3,551.12",,490.82,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/11/2011,01/11/2011,2011,IPO,,SECURE TRUST BANK PLC,New Company Placing,United Kingdom,8355,Banks,Banks,720,,102,Hawkpoint Partners Limited,24.99,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/09/2011,01/09/2011,2011,IPO,,AFRICAN POTASH LIMITED,New Company Placing,United Kingdom,1775,Mining,General Mining,5,,7.94,Seymour Pierce Limited,4.19,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/09/2011,01/09/2011,2011,IPO,,GALILEO RESOURCES PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,23,,16.26,Beaumont Cornish Limited,3.34,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/09/2011,01/09/2011,2011,IPO,,RADIANT GROWTH INVESTMENTS LTD,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,10,,10.32,Daniel Stewart & Company plc,6.32,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/09/2011,01/09/2011,2011,IPO,,FLUORMIN PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,105,,56.73,Westhouse Securities LLP,3.68,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/09/2011,01/09/2011,2011,IPO,,PORT ERIN BIOPHARMA INVESTMENTS LTD,New Company Placing,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,10,,3.3,Libertas Capital Corporate Fin,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/09/2011,01/09/2011,2011,IPO,,CERES MEDIA INTL PLC,New Company Placing,United Kingdom,1737,Forestry & Paper,Paper,18,,4.93,Cairn Financial Advisers LLP,1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/08/2011,01/08/2011,2011,IPO,,MONEYSWAP PLC,New Company Placing,Gibraltar,8773,General Financial,Consumer Finance,5,,19.98,Allenby Capital Limited,3.13,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/08/2011,01/08/2011,2011,IPO,,ALLANFIELD GROUP PLC,New Company Placing,United Kingdom,8534,Nonlife Insurance,Insurance Brokers,67,,11.33,finncap limited,1.33,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/08/2011,01/08/2011,2011,IPO,,GREAT WESTERN MINING CORP PLC,New Company Placing,Republic of Ireland,1775,Mining,General Mining,11,,5.1,Libertas Capital Corporate Fin,0.98,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/08/2011,01/08/2011,2011,IPO,,ESCHER GROUP HLDGS PLC,New Company Placing,Republic of Ireland,9537,Software & Computer Services,Software,170,,28.96,Panmure Gordon (Broking) Limit,15.36,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,04/08/2011,01/08/2011,2011,IPO,,MYCELX TECHNOLOGIES CORP,New Company Placing,USA,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,210,,27.14,Numerica Capital Markets Limit,12.24,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/08/2011,01/08/2011,2011,IPO,,CHINA AFRICA RESOURCES PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,40,,9.23,Ambrian Partners Limited,4.7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/07/2011,01/07/2011,2011,IPO,,SOVEREIGN MINES OF AFRICA PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,10,,16.57,Shore Capital & Corporate Limi,1.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/07/2011,01/07/2011,2011,IPO,,SPECTRA SYSTEMS CORP,New Company Placing,USA,2791,Support Services,Business Support Services,75.3,,18.27,W H Ireland Limited,14,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,22/07/2011,01/07/2011,2011,IPO,,PUMA VCT VII PLC,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,13.51,,13.51,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,18/07/2011,01/07/2011,2011,IPO,,PHOSAGRO OJSC,International Offering (GDR),Russia,1357,Chemicals,Specialty Chemicals,14,,"3,262.22",,335.24,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/07/2011,01/07/2011,2011,IPO,,BAYFIELD ENERGY HLDGS PLC,New Company Placing,United Kingdom,533,Oil & Gas Producers,Exploration & Production,60,,128.75,Seymour Pierce Limited,54.38,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/07/2011,01/07/2011,2011,IPO,,FERREX PLC,New Company Placing,United Kingdom,1757,Industrial Metals,Steel,3,,15.59,Grant Thornton UK LLP,2,-,-,,,,,,,,,,,,,,,,,,,,,,,
SFM,14/07/2011,01/07/2011,2011,IPO,,DORIC NIMROD AIR TWO LTD,New Company Placing,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,200,,145,,136,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,13/07/2011,01/07/2011,2011,IPO,,OPHIR ENERGY PLC,New Company Placing,United Kingdom,533,Oil & Gas Producers,Exploration & Production,250,,798.7,,234.67,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/07/2011,01/07/2011,2011,IPO,,WATERLOGIC PLC,New Company Placing,United Kingdom,2791,Support Services,Business Support Services,145,,112.53,Liberum Capital Limited,48.47,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/07/2011,01/07/2011,2011,IPO,,SMART METERING SYSTEMS PLC,New Company Placing,United Kingdom,2791,Support Services,Business Support Services,60,,50,Cenkos Securities Limited,10,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/07/2011,01/07/2011,2011,IPO,,BLUEBIRD ENERGY PLC,New Company Placing,United Kingdom,533,Oil & Gas Producers,Exploration & Production,1,,4.76,W.H. Ireland Limited,2,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,01/07/2011,01/07/2011,2011,IPO,,SBERBANK OF RUSSIA,International Offering (GDR),Russia,8355,Banks,Banks,187.8,,"32,785.18",,3216.52,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/07/2011,01/07/2011,2011,IPO,,ENTEQ UPSTREAM PLC,New Company Placing,United Kingdom,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,100,,15.05,INVESTEC BANK PLC,15,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,29/06/2011,01/06/2011,2011,IPO,,GLOBAL PORTS INVESTMENTS PLC,International Offering (GDR),Cyprus,2777,Industrial Transportation,Transportation Services,15,,"1,503.82",,332.23,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/06/2011,01/06/2011,2011,IPO,,CONTINENTAL FARMERS GROUP PLC,New Company Placing,United Kingdom,3573,Food Producers,Farming & Fishing,23.14,,37.83,Davy Corporate Finance Limited,14.79,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/06/2011,01/06/2011,2011,IPO,,MUSIC FESTIVALS PLC,New Company Placing,United Kingdom,5755,Travel & Leisure,Recreational Services,65,,2.79,Merchant Securities Limited,2.46,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/06/2011,01/06/2011,2011,IPO,,ZAMBEEF PRODUCTS,New Company Placing,Zambia,3577,Food Producers,Food Products,38.06,,94.38,Renaissance Capital Limited,20.44,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,22/06/2011,01/06/2011,2011,IPO,,VALLARES PLC,New Company Placing,United Kingdom,8775,General Financial,Specialty Finance,10,,"1,330.90",,1330.9,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/06/2011,01/06/2011,2011,IPO,,JELLYBOOK LTD,New Company Placing,Bermuda,8775,General Financial,Specialty Finance,10,,17.08,Allenby Capital Limited,11,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/06/2011,01/06/2011,2011,IPO,,UBISENSE GROUP PLC,New Company Placing,United Kingdom,9578,Technology Hardware & Equipment,Telecommunications Equipment,180,,38.56,Canaccord Genuity Limited,8.67,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/06/2011,01/06/2011,2011,IPO,,CIRCLE HLDGS PLC,New Company Placing,United Kingdom,4533,Health Care Equipment & Services,Health Care Providers,152,,95.41,Numerica Capital Markets Limit,25.28,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/06/2011,01/06/2011,2011,IPO,,KOLAR GOLD LTD,New Company Placing,United Kingdom,1777,Mining,Gold Mining,40,,40.04,Cenkos Securities Limited,12,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/06/2011,01/06/2011,2011,IPO,,IN-DEED ONLINE PLC,New Company Placing,United Kingdom,5377,General Retailers,Specialized Consumer Services,42,,8.57,Numis Securities Limited,1.58,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/06/2011,01/06/2011,2011,IPO,,3LEGS RESOURCES PLC,New Company Placing,United Kingdom,533,Oil & Gas Producers,Exploration & Production,190,,161.09,Jefferies International Limite,62.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/06/2011,01/06/2011,2011,IPO,,TOUCHSTONE GOLD LTD,New Company Placing,British Virgin Islands,1777,Mining,Gold Mining,27,,28,Collins Stewart Europe Limited,10,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/06/2011,01/06/2011,2011,IPO,,STRATEGIC MINERALS PLC,New Company Placing,United Kingdom,1757,Industrial Metals,Steel,5,,14.82,Allenby Capital Limited,0.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,24/05/2011,01/05/2011,2011,IPO,,GLENCORE INTL PLC,New Company Placing,United Kingdom,1775,Mining,General Mining,530,,"36,344.25",,6193.48,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/05/2011,01/05/2011,2011,IPO,,CHINA NEW ENERGY LTD,New Company Placing,United Kingdom,587,Alternative Energy,Alternative Fuels,7,,20.77,Cairn Financial Advisers LLP,0.66,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/05/2011,01/05/2011,2011,IPO,,NEW WORLD OIL & GAS PLC,New Company Placing,United Kingdom,533,Oil & Gas Producers,Exploration & Production,5,,3.76,Beaumont Cornish Limited,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
