Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Transfer,Country of Inc.,FTSE Industry,FTSE Sector,FTSE Subsector,Issue Price,Currency,Market Cap - Opening Price (Â£m),Nominated Advisor (AIM only),Money Raised - New (Â£m),Money Raised - Existing (Â£m),TOTAL RAISED (Â£m),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650
UK Main Market,1998-11-23,1998-11-01,1998,IPO,,SINGER & FRIEDLANDER AIM VCT,New Company Placing,,United Kingdom,880.0,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100.0,,7.238,,7.238,-,-,,,,,,,,,,,,,
International Main Market,1998-11-18,1998-11-01,1998,IPO,,TELEKOMUNIKACJA POLSKA,International Offering (GDR),,Poland,460.0,Packaging,Packaging,4.44,,547.1509846885915,,547.1509846885915,-,-,,,,,,,,,,,,,
AIM,1998-11-10,1998-11-01,1998,IPO,,CHARRIOL PLC,New Company Placing,,United Kingdom,772.0,Other Financial,"Financial, Other",25.0,,1.25,,1.2,-,-,,,,,,,,,,,,,
UK Main Market,1998-11-05,1998-11-01,1998,IPO,,MSW TECHNOLOGY,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,97.0,,7.95497,,3.07072609,-,-,,,,,,,,,,,,,
AIM,1998-11-04,1998-11-01,1998,IPO,,HONEYCOMBE LEISURE,New Company Placing,,United Kingdom,470.0,"Breweries, Pubs & Restaurants","Breweries, Pubs & Restaurants",55.0,,12.40340475,,3.0,-,-,,,,,,,,,,,,,
UK Main Market,1998-11-02,1998-11-01,1998,IPO,,GUINNESS FLIGHT GEARED INC&GROWTH,New Company Placing,,United Kingdom,860.0,Split Capital Investment Trusts,Split Capital Investment Trusts,100.0,,27.225,,42.35,-,-,,,,,,,,,,,,,
UK Main Market,1998-10-30,1998-10-01,1998,IPO,,COLLECTIVE ASSETS TRUST,New Company Placing,,United Kingdom,802.0,Investment Trusts,UK Investment Trusts,100.0,,5.215243,,1.395,-,-,,,,,,,,,,,,,
AIM,1998-10-29,1998-10-01,1998,IPO,,CARLISLE HLDGS,New Company Placing,,Belize (British Hondur,481.0,Support Services,Business Support Services,10.57,,116.5264232321,,50.014,-,-,,,,,,,,,,,,,
AIM,1998-10-20,1998-10-01,1998,IPO,,OLD MONK CO,New Company Placing,,United Kingdom,470.0,"Breweries, Pubs & Restaurants","Breweries, Pubs & Restaurants",60.0,,10.9087434,,1.5,-,-,,,,,,,,,,,,,
UK Main Market,1998-10-16,1998-10-01,1998,IPO,,PICCADILLY GROWTH TST,New Company Placing,,United Kingdom,804.0,Investment Trusts,European Investment Trusts,93.0,,7.68552,,3.0225,-,-,,,,,,,,,,,,,
AIM,1998-10-14,1998-10-01,1998,IPO,,NATURAL BUILDING MATERIALS,New Company Placing,,United Kingdom,222.0,Building Materials & Merchants,Building Materials,100.0,,4.925,,3.15,-,-,,,,,,,,,,,,,
International Main Market,1998-10-06,1998-10-01,1998,IPO,,FIRST ACTIVE,New Company Placing,,Republic of Ireland,710.0,"Banks, Retail","Banks, Retail",2.25,,307.26716175,,92.035398,-,-,,,,,,,,,,,,,
UK Main Market,1998-10-06,1998-10-01,1998,IPO,,EXETER ENHANCED INCOME,New Company Placing,,United Kingdom,778.0,Utilities - Other,Provision of water and the removal of sewage,100.0,,40.0,,40.0,-,-,,,,,,,,,,,,,
AIM,1998-09-02,1998-09-01,1998,IPO,,PRIVATE & COMMERCIAL FINANCE GROUP,New Company Placing,,United Kingdom,772.0,Other Financial,"Financial, Other",65.0,,4.05001025,,0.8,-,-,,,,,,,,,,,,,
AIM,1998-09-02,1998-09-01,1998,IPO,,PARALLEL PICTURES GROUP,New Company Placing,,United Kingdom,434.0,Media,Broadcasting Contractors,32.0,,4.06571424,,0.8,-,-,,,,,,,,,,,,,
UK Main Market,1998-09-01,1998-09-01,1998,IPO,,MURRAY EXTRA RETURN INVESTMENT TR,New Company Placing,,United Kingdom,860.0,Split Capital Investment Trusts,Split Capital Investment Trusts,20.0,,31.577683,,14.808398,-,-,,,,,,,,,,,,,
UK Main Market,1998-08-25,1998-08-01,1998,IPO,,GBIGT SECURITIES,New Company Placing,,United Kingdom,778.0,Utilities - Other,Provision of water and the removal of sewage,1.675,,0.0,,16.75,-,-,,,,,,,,,,,,,
UK Main Market,1998-08-24,1998-08-01,1998,IPO,,KILN,New Company Placing,,United Kingdom,734.0,Insurance,"Insurance, Composite",130.0,,127.1151245,,50.0,-,-,,,,,,,,,,,,,
AIM,1998-08-21,1998-08-01,1998,IPO,,INTER LINK FOODS,New Company Placing,,United Kingdom,330.0,Food Producers,Food Producers,110.0,,5.1499998,,2.4,-,-,,,,,,,,,,,,,
AIM,1998-08-19,1998-08-01,1998,IPO,,METNOR GROUP,New Company Placing,,United Kingdom,261.0,Engineering,"Engineering, Metallurgy",100.0,,12.7,,2.7,-,-,,,,,,,,,,,,,
AIM,1998-08-14,1998-08-01,1998,IPO,,FIRESTONE DIAMONDS,New Company Placing,,United Kingdom,125.0,Extractive Industries,Other Mineral Extractors & Mines,114.0,,25.74322122,,2.1415,-,-,,,,,,,,,,,,,
AIM,1998-08-10,1998-08-01,1998,IPO,,WILMSLOW GROUP,New Company Placing,,United Kingdom,341.0,Household Goods & Textiles,Clothing & Footwear,2.0,,1.97,,0.65,-,-,,,,,,,,,,,,,
UK Main Market,1998-08-06,1998-08-01,1998,IPO,,HIDDEN HEARING INTERNATIONAL,New Company Placing,,United Kingdom,367.0,Health Care,Other Health Care,140.0,,31.221293600000003,,9.0,-,-,,,,,,,,,,,,,
AIM,1998-08-05,1998-08-01,1998,IPO,,PREMIER DIRECT GROUP,New Company Placing,,United Kingdom,436.0,Media,Publishing,180.0,,6.597468,,3.1077,-,-,,,,,,,,,,,,,
International Main Market,1998-08-04,1998-08-01,1998,IPO,,EFG HERMES HLDGS,International Offering (GDR),,Egypt,772.0,Other Financial,"Financial, Other",11.75,,34.21298516861956,,34.21298516861956,-,-,,,,,,,,,,,,,
International Main Market,1998-07-29,1998-07-01,1998,IPO,,STRINTZIS LINES SHIPPING S.A.,International Offering (GDR),,Greece,496.0,Transport,Shipping & Ports,33.86,,61.25884524482386,,61.25884524482386,-,-,,,,,,,,,,,,,
UK Main Market,1998-07-29,1998-07-01,1998,IPO,,MARTIN CURRIE HIGH INCOME TRUST,New Company Placing,,United Kingdom,802.0,Investment Trusts,UK Investment Trusts,100.0,,25.0,,25.0,-,-,,,,,,,,,,,,,
AIM,1998-07-23,1998-07-01,1998,IPO,,SUPARULE,New Company Placing,,Republic of Ireland,253.0,Electronic & Electrical Equipment,Electronic Equipment,97.5,,5.346276975,,1.6119,-,-,,,,,,,,,,,,,
AIM,1998-07-22,1998-07-01,1998,IPO,,SPRINGBOARD VENTURE MANAGERS,New Company Placing,,United Kingdom,772.0,Other Financial,"Financial, Other",125.0,,6.825,,5.125,-,-,,,,,,,,,,,,,
International Main Market,1998-07-20,1998-07-01,1998,IPO,,PRESS CORP,International Offering (GDR),,Malawi,240.0,Diversified Industrials,Diversified Industrials,11.45,,13.996699008102384,,5.507491109203166,-,-,,,,,,,,,,,,,
International Main Market,1998-07-16,1998-07-01,1998,IPO,,RYANAIR HLDGS,New Company Placing,,Republic of Ireland,492.0,Transport,Airlines & Airports,466.0,,780.19963324,,97.86,-,-,,,,,,,,,,,,,
UK Main Market,1998-07-14,1998-07-01,1998,IPO,,BALDWINS INDUSTRIAL SERVICES,New Company Placing,,United Kingdom,481.0,Support Services,Business Support Services,112.0,,33.39999936,,10.99999936,-,-,,,,,,,,,,,,,
UK Main Market,1998-07-13,1998-07-01,1998,IPO,,COCA-COLA BEVERAGES,New Company Placing,,United Kingdom,333.0,Food Producers,Food Producers,160.0,,1707.2145696,,228.316336,-,-,,,,,,,,,,,,,
AIM,1998-07-08,1998-07-01,1998,IPO,,TOUCHSTONE GROUP,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,105.0,,10.2465,,2.9632,-,-,,,,,,,,,,,,,
AIM,1998-07-07,1998-07-01,1998,IPO,,POLICY MASTER GROUP,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,150.0,,21.2,,6.0215,-,-,,,,,,,,,,,,,
AIM,1998-07-07,1998-07-01,1998,IPO,,SPORTS & OUTDOOR MEDIA INTL,New Company Placing,,United Kingdom,432.0,Media,Media Agencies,76.0,,23.448,,4.0,-,-,,,,,,,,,,,,,
International Main Market,1998-07-02,1998-07-01,1998,IPO,,DOR ENERGY(1998),International Offering (GDR),,Israel,165.0,Oil Exploration & Production,Oil Services,7.2,,73.55596066476897,,28.726961,-,-,,,,,,,,,,,,,
UK Main Market,1998-07-01,1998-07-01,1998,IPO,,DRESDNER RCM INCOME GROWTH INV TST,New Company Placing,,United Kingdom,860.0,Split Capital Investment Trusts,Split Capital Investment Trusts,100.0,,50.115943,,50.115943,-,-,,,,,,,,,,,,,
UK Main Market,1998-07-01,1998-07-01,1998,IPO,,ECSOFT GROUP PLC,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,1807.0,,196.963,,36.14,-,-,,,,,,,,,,,,,
AIM,1998-07-01,1998-07-01,1998,IPO,,CCM DISTRIBUTION,New Company Placing,,United Kingdom,412.0,Distributors,Distributors of Industrial Components & Equipment,10.0,,16.5,,2.5,-,-,,,,,,,,,,,,,
International Main Market,1998-06-30,1998-06-01,1998,IPO,,HELLENIC PETROLEUM SA,International Offering (GDR),,Greece,165.0,Oil Exploration & Production,Oil Services,62.67,,892.293,,202.802019,-,-,,,,,,,,,,,,,
AIM,1998-06-30,1998-06-01,1998,IPO,,INTERIOR SERVICES GROUP,New Company Placing,,United Kingdom,481.0,Support Services,Business Support Services,126.0,,26.38900026,,7.2528,-,-,,,,,,,,,,,,,
AIM,1998-06-29,1998-06-01,1998,IPO,,MURRAY FINANCIAL CORP,New Company Placing,,United Kingdom,772.0,Other Financial,"Financial, Other",10.0,,10.0000002,,10.0,-,-,,,,,,,,,,,,,
International Main Market,1998-06-25,1998-06-01,1998,IPO,,ALSTOM,New Company Placing,,France,252.0,Electronic & Electrical Equipment,Electrical Equipment,205.0,,4559.73,,2302.53,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-25,1998-06-01,1998,IPO,,HW GROUP,New Company Placing,,United Kingdom,482.0,Pharmaceuticals & Biotechnology,Biotechnology,160.0,,42.542,,18.5968752,-,-,,,,,,,,,,,,,
AIM,1998-06-25,1998-06-01,1998,IPO,,ADVAL GROUP,New Company Placing,,United Kingdom,482.0,Pharmaceuticals & Biotechnology,Biotechnology,65.0,,8.569999,,2.15,-,-,,,,,,,,,,,,,
International Main Market,1998-06-23,1998-06-01,1998,IPO,,MALTACOM,International Offering (GDR),,Malta,460.0,Packaging,Packaging,13.62,,56.4182264051508,,56.4182264051508,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-22,1998-06-01,1998,IPO,,ADVANCE DEVELOPING MARKETS TRUST,New Company Placing,,United Kingdom,801.0,Investment Trusts,International Investment Trusts,100.0,,80.0,,80.000034,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-19,1998-06-01,1998,IPO,,NEW LOOK GROUP,New Company Placing,,United Kingdom,454.0,"Retailers, General","Retailers, Chain Stores",165.0,,330.0,,87.0,-,-,,,,,,,,,,,,,
International Main Market,1998-06-18,1998-06-01,1998,IPO,,CESKE RADIOKOMUNIKACE,International Offering (GDR),,Czech Republic,460.0,Packaging,Packaging,16.33,,82.02557703999048,,82.02557703999048,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-18,1998-06-01,1998,IPO,,BRITISH REGIONAL AIR LINES GROUP,New Company Placing,,United Kingdom,492.0,Transport,Airlines & Airports,150.0,,96.999,,61.010301,-,-,,,,,,,,,,,,,
International Main Market,1998-06-18,1998-06-01,1998,IPO,,WOOLWORTHS HLDGS,New Company Placing,,South Africa,452.0,"Retailers, General","Retailers, Multi Department",12.603,,61.33084499052746,,55.19776358328712,-,-,,,,,,,,,,,,,
AIM,1998-06-18,1998-06-01,1998,IPO,,ANGLO SIBERIAN OIL CO,New Company Placing,,United Kingdom,162.0,Oil Exploration & Production,Oil Exploration & Production,100.0,,36.28982,,15.4,-,-,,,,,,,,,,,,,
AIM,1998-06-16,1998-06-01,1998,IPO,,CITY GOURMETS HLDGS,New Company Placing,,United Kingdom,440.0,"Retailers, Food","Retailers and Wholesalers, Food",100.0,,20.902496,,2.5402,-,-,,,,,,,,,,,,,
AIM,1998-06-15,1998-06-01,1998,IPO,,JSB SOFTWARE TECHNOLOGIES,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,200.0,,18.92923,,8.1986,-,-,,,,,,,,,,,,,
AIM,1998-06-15,1998-06-01,1998,IPO,,ATA GROUP,New Company Placing,,United Kingdom,482.0,Pharmaceuticals & Biotechnology,Biotechnology,134.0,,8.686416,,0.804,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-12,1998-06-01,1998,IPO,,ITNET,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,350.0,,246.06323,,125.801319,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-12,1998-06-01,1998,IPO,,GOLDSHIELD GROUP,New Company Placing,,United Kingdom,370.0,Pharmaceuticals,Pharmaceuticals,180.0,,57.9240288,,12.6912528,-,-,,,,,,,,,,,,,
International Main Market,1998-06-11,1998-06-01,1998,IPO,,FINANSBANK,International Offering (GDR),,Turkey,710.0,"Banks, Retail","Banks, Retail",7.27,,34.956124510155,,34.956124510155,-,-,,,,,,,,,,,,,
International Main Market,1998-06-04,1998-06-01,1998,IPO,,BANCA TURCO ROMANA SA,International Offering (GDR),,Romania,710.0,"Banks, Retail","Banks, Retail",18.5,,24.50782030359803,,24.50782030359803,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-04,1998-06-01,1998,IPO,,QUANTICA,New Company Placing,,United Kingdom,482.0,Pharmaceuticals & Biotechnology,Biotechnology,124.0,,48.30571404,,12.07499972,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-04,1998-06-01,1998,IPO,,MULTI EQUIPMENT RENTAL,New Company Placing,,United Kingdom,217.0,Construction,Other Construction,10.0,,2.85,,1.59,-,-,,,,,,,,,,,,,
International Main Market,1998-06-03,1998-06-01,1998,IPO,,SPT TELECOM,International Offering (GDR),,Czech Republic,460.0,Packaging,Packaging,13.0,,2568.027479490745,,2568.027479490745,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-03,1998-06-01,1998,IPO,,GAME,New Company Placing,,United Kingdom,454.0,"Retailers, General","Retailers, Chain Stores",200.0,,147.66,,78.890004,-,-,,,,,,,,,,,,,
AIM,1998-06-02,1998-06-01,1998,IPO,,JAMES R KNOWLES(HLDGS),New Company Placing,,United Kingdom,217.0,Construction,Other Construction,85.0,,16.932821,,5.0,-,-,,,,,,,,,,,,,
UK Main Market,1998-06-01,1998-06-01,1998,IPO,,DRESDNER RCM ENDOWNMENT PCY TST2010,New Company Placing,,United Kingdom,802.0,Investment Trusts,UK Investment Trusts,100.0,,25.0,,25.0,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-29,1998-05-01,1998,IPO,,COMPUTACENTER,International Offering (GDR),,United Kingdom,487.0,Support Services,Information Technology,670.0,,1185.9,,296.8368938,-,-,,,,,,,,,,,,,
International Main Market,1998-05-29,1998-05-01,1998,IPO,,NATIONAL BANK OF GREECE,International Offering (GDR),,Greece,710.0,"Banks, Retail","Banks, Retail",30.33,,231.7248258273719,,40.32011969396271,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-28,1998-05-01,1998,IPO,,CITY NORTH GROUP,New Company Placing,,United Kingdom,792.0,Property,Property,145.0,,31.4217552,,10.99999,-,-,,,,,,,,,,,,,
International Main Market,1998-05-22,1998-05-01,1998,IPO,,MOSTOSTAL WARSZAWA,International Offering (GDR),,Poland,210.0,Construction,Construction,7.76,,11.857465535248307,,11.857465535248307,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-21,1998-05-01,1998,IPO,,ICM COMPUTER GROUP,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,180.0,,34.2700002,,18.336906,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-20,1998-05-01,1998,IPO,,ESKMUIR PROPERTIES,New Company Placing,,United Kingdom,792.0,Property,Property,220.0,,138.2120124,,50.0000248,-,-,,,,,,,,,,,,,
AIM,1998-05-20,1998-05-01,1998,IPO,,AMBIENT MEDIA CORP,New Company Placing,,United Kingdom,432.0,Media,Media Agencies,90.0,,17.219,,6.0,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-18,1998-05-01,1998,IPO,,THOMSON TRAVEL GROUP,New Company Placing,,United Kingdom,426.0,Leisure & Hotels,Leisure Facilities,170.0,,1700.0,,1700.0,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-18,1998-05-01,1998,IPO,,TAYLOR & FRANCIS GROUP,New Company Placing,,United Kingdom,436.0,Media,Publishing,200.0,,129.3258,,24.270598,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-18,1998-05-01,1998,IPO,,ELDERSTREET DOWNING VCT,New Company Placing,,United Kingdom,880.0,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100.0,,13.5475,,13.5475,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-18,1998-05-01,1998,IPO,,PENNINE DOWNING AIM VCT,New Company Placing,,United Kingdom,880.0,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100.0,,8.1585,,8.1585,-,-,,,,,,,,,,,,,
AIM,1998-05-18,1998-05-01,1998,IPO,,INTER-ALLIANCE,New Company Placing,,United Kingdom,772.0,Other Financial,"Financial, Other",325.0,,17.842,,3.9488,-,-,,,,,,,,,,,,,
AIM,1998-05-18,1998-05-01,1998,IPO,,DIMENSION RESOURCES,New Company Placing,,Bermuda,222.0,Building Materials & Merchants,Building Materials,30.0,,18.8,,1.3005,-,-,,,,,,,,,,,,,
International Main Market,1998-05-14,1998-05-01,1998,IPO,,TURKIYE IS BANKASI,International Offering (GDR),,Turkey,710.0,"Banks, Retail","Banks, Retail",10.45,,63.87139940378599,,63.87139940378599,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-14,1998-05-01,1998,IPO,,MATALAN,New Company Placing,,United Kingdom,454.0,"Retailers, General","Retailers, Chain Stores",235.0,,196.70056245,,55.1645063,-,-,,,,,,,,,,,,,
UK Main Market,1998-05-05,1998-05-01,1998,IPO,,JWE TELECOM,New Company Placing,,United Kingdom,460.0,Packaging,Packaging,103.0,,19.94950968,,7.50046,-,-,,,,,,,,,,,,,
AIM,1998-05-01,1998-05-01,1998,IPO,,CAPTAIN 0.M. WATTS,New Company Placing,,United Kingdom,772.0,Other Financial,"Financial, Other",4.0,,0.808,,0.7602,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-24,1998-04-01,1998,IPO,,ARM HLDGS,New Company Placing,,United Kingdom,253.0,Electronic & Electrical Equipment,Electronic Equipment,575.0,,274.615515,,67.4475,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-23,1998-04-01,1998,IPO,,AB AIRLINES,New Company Placing,,United Kingdom,492.0,Transport,Airlines & Airports,95.0,,25.2857662,,8.9999998,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-17,1998-04-01,1998,IPO,,LLP GROUP,New Company Placing,,United Kingdom,436.0,Media,Publishing,285.0,,137.5264764,,137.5264764,-,-,,,,,,,,,,,,,
International Main Market,1998-04-17,1998-04-01,1998,IPO,,FUBON INSURANCE,International Offering (GDR),,Taiwan,734.0,Insurance,"Insurance, Composite",20.07,,98.13580754327155,,98.13580754327155,-,-,,,,,,,,,,,,,
AIM,1998-04-17,1998-04-01,1998,IPO,,DESIRE PETROLEUM,New Company Placing,,United Kingdom,162.0,Oil Exploration & Production,Oil Exploration & Production,125.0,,52.287,,15.0,-,-,,,,,,,,,,,,,
International Main Market,1998-04-16,1998-04-01,1998,IPO,,PICK SZEGED RT,International Offering (GDR),,Hungary,330.0,Food Producers,Food Producers,12.89,,121.13176397204192,,121.13176397204192,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-16,1998-04-01,1998,IPO,,OXFORD GLYCOSCIENCES,New Company Placing,,United Kingdom,370.0,Pharmaceuticals,Pharmaceuticals,280.0,,103.1626456,,30.8,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-16,1998-04-01,1998,IPO,,OTTAKAR'S,New Company Placing,,United Kingdom,253.0,Electronic & Electrical Equipment,Electronic Equipment,153.0,,30.56675157,,14.81592177,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-14,1998-04-01,1998,IPO,,INVESCO GEARED OPPORTUNITIES TRUST,New Company Placing,,United Kingdom,860.0,Split Capital Investment Trusts,Split Capital Investment Trusts,100.0,,7.988144,,17.1767,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-09,1998-04-01,1998,IPO,,MICROCAP GROWTH TRUST,New Company Placing,,United Kingdom,802.0,Investment Trusts,UK Investment Trusts,100.0,,6.2,,6.2,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-08,1998-04-01,1998,IPO,,MURRAY VCT 3,New Company Placing,,United Kingdom,880.0,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100.0,,40.0,,40.0,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-03,1998-04-01,1998,IPO,,LEVERAGED INCOME FUND,New Company Placing,,United Kingdom,860.0,Split Capital Investment Trusts,Split Capital Investment Trusts,100.0,,40.0,,40.0,-,-,,,,,,,,,,,,,
UK Main Market,1998-04-03,1998-04-01,1998,IPO,,BARONSMEAD VCT 2,New Company Placing,,United Kingdom,880.0,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100.0,,3.885,,3.88475,-,-,,,,,,,,,,,,,
AIM,1998-04-03,1998-04-01,1998,IPO,,VI GROUP,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,50.0,,10.0,,3.8,-,-,,,,,,,,,,,,,
AIM,1998-03-19,1998-03-01,1998,IPO,,PEEL HOTELS,New Company Placing,,United Kingdom,424.0,Leisure & Hotels,Hotels,25.0,,1.25,,0.4,-,-,,,,,,,,,,,,,
AIM,1998-03-18,1998-03-01,1998,IPO,,HARTFORD GROUP,New Company Placing,,United Kingdom,349.0,Household Goods & Textiles,Other Textiles & Leather Goods,2.0,,2.865,,0.67,-,-,,,,,,,,,,,,,
UK Main Market,1998-03-17,1998-03-01,1998,IPO,,OXFORD ASYMMETRY INTERNATIONAL,New Company Placing,,United Kingdom,370.0,Pharmaceuticals,Pharmaceuticals,290.0,,119.6932283,,33.3062129,-,-,,,,,,,,,,,,,
UK Main Market,1998-03-17,1998-03-01,1998,IPO,,CLOSE BROTHERS AIM VCT,New Company Placing,,United Kingdom,880.0,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100.0,,8.051576,,8.051576,-,-,,,,,,,,,,,,,
UK Main Market,1998-03-17,1998-03-01,1998,IPO,,QUESTER VCT 2,New Company Placing,,United Kingdom,880.0,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100.0,,6.246666,,6.246666,-,-,,,,,,,,,,,,,
UK Main Market,1998-03-16,1998-03-01,1998,IPO,,GUARDIAN IT,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,255.0,,130.54108665,,44.478165,-,-,,,,,,,,,,,,,
UK Main Market,1998-03-16,1998-03-01,1998,IPO,,ADVENT 2 VCT,New Company Placing,,United Kingdom,880.0,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100.0,,15.4332,,15.4332,-,-,,,,,,,,,,,,,
AIM,1998-03-12,1998-03-01,1998,IPO,,PENNANT INTERNATIONAL GROUP,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,125.0,,8.25,,2.0,-,-,,,,,,,,,,,,,
AIM,1998-03-05,1998-03-01,1998,IPO,,BGR,New Company Placing,,United Kingdom,470.0,"Breweries, Pubs & Restaurants","Breweries, Pubs & Restaurants",160.0,,25.016,,3.0,-,-,,,,,,,,,,,,,
UK Main Market,1998-02-27,1998-02-01,1998,IPO,,QUADRANT HEALTHCARE,New Company Placing,,United Kingdom,370.0,Pharmaceuticals,Pharmaceuticals,130.0,,57.7417919,,20.02,-,-,,,,,,,,,,,,,
International Main Market,1998-02-24,1998-02-01,1998,IPO,,PROKOM SOFTWARE SA,International Offering (GDR),,Poland,487.0,Support Services,Information Technology,10.61,,43.76336496189913,,11.395298778979072,-,-,,,,,,,,,,,,,
International Main Market,1998-02-18,1998-02-01,1998,IPO,,BANQUE INTER ARABE TUNISIE,International Offering (GDR),,Tunisia,710.0,"Banks, Retail","Banks, Retail",12.5,,28.23125050938669,,24.548913486423206,-,-,,,,,,,,,,,,,
International Main Market,1998-02-17,1998-02-01,1998,IPO,,EFES SINAI YATIRIM HLDGS A.S.,International Offering (GDR),,Turkey,330.0,Food Producers,Food Producers,15.75,,59.30958519555196,,59.30958519555196,-,-,,,,,,,,,,,,,
UK Main Market,1998-02-17,1998-02-01,1998,IPO,,FRIENDS IVORY & SIME,New Company Placing,,United Kingdom,772.0,Other Financial,"Financial, Other",197.0,,205.3491949,,12.46326016,-,-,,,,,,,,,,,,,
UK Main Market,1998-02-11,1998-02-01,1998,IPO,,MONSOON,New Company Placing,,United Kingdom,454.0,"Retailers, General","Retailers, Chain Stores",198.0,,351.9293184,,88.31,-,-,,,,,,,,,,,,,
UK Main Market,1998-02-09,1998-02-01,1998,IPO,,EUROSOV ENERGY,New Company Placing,,United Kingdom,162.0,Oil Exploration & Production,Oil Exploration & Production,100.0,,35.0,,13.0,-,-,,,,,,,,,,,,,
International Main Market,1998-02-05,1998-02-01,1998,IPO,,ATHLONE EXTRUSIONS,New Company Placing,,Republic of Ireland,236.0,Chemicals,"Chemicals, Materials Technology",77.4,,35.680410828,,35.680410828,-,-,,,,,,,,,,,,,
UK Main Market,1998-02-02,1998-02-01,1998,IPO,,RICHARDS GROUP,New Company Placing,,United Kingdom,265.0,Engineering,"Engineering, General",50.0,,5.7230685,,5.1,-,-,,,,,,,,,,,,,
UK Main Market,1998-01-19,1998-01-01,1998,IPO,,FALKLAND ISLANDS HLDGS,New Company Placing,,United Kingdom,452.0,"Retailers, General","Retailers, Multi Department",100.0,,6.109582,,2.106419,-,-,,,,,,,,,,,,,
AIM,1997-12-31,1997-12-01,1997,IPO,,LONGMEAD GROUP,New Company Placing,,United Kingdom,342.0,Household Goods & Textiles,Furnishings & Floor Coverings,135.0,,4.862,,1.5,-,-,,,,,,,,,,,,,
AIM,1997-12-30,1997-12-01,1997,IPO,,BOND INTERNATIONAL SOFTWARE,New Company Placing,,United Kingdom,487.0,Support Services,Information Technology,65.0,,8.854,,2.2944,-,-,,,,,,,,,,,,,
AIM,1997-12-23,1997-12-01,1997,IPO,,OPTOPLAST,New Company Placing,,United Kingdom,414.0,Distributors,"Distributors, Other",128.0,,11.125,,4.5,-,-,,,,,,,,,,,,,
AIM,1997-12-17,1997-12-01,1997,IPO,,BCO TECHNOLOGIES,New Company Placing,,United Kingdom,253.0,Electronic & Electrical Equipment,Electronic Equipment,140.0,,25.0,,10.0,-,-,,,,,,,,,,,,,
AIM,1997-12-15,1997-12-01,1997,IPO,,PROPERTY ASSET HLDGS,New Company Placing,,United Kingdom,792.0,Property,Property,6.0,,8.18,,3.66,-,-,,,,,,,,,,,,,
AIM,1997-12-12,1997-12-01,1997,IPO,,GOOCH & HOUSEGO,New Company Placing,,United Kingdom,265.0,Engineering,"Engineering, General",105.0,,17.749,,5.9115,-,-,,,,,,,,,,,,,
