Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Transfer,Country of Inc.,FTSE Industry,FTSE Sector,FTSE Subsector,Issue Price,Currency,Market Cap - Opening Price (Â£m),Nominated Advisor (AIM only),Money Raised - New (Â£m),Money Raised - Existing (Â£m),TOTAL RAISED (Â£m),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650
AIM,15/08/2007,01/08/2007,2007,IPO,,LEED PETROLEUM PLC,New Company Placing,,United Kingdom,533,Oil & Gas Producers,Exploration & Production,47,,117.9797605,Matrix Corporate Capital Limit,53.9226,-,-,,,,,,,,,,,,,
AIM,14/08/2007,01/08/2007,2007,IPO,,HITCHENS GROUP PLC,New Company Placing,,United Kingdom,5373,General Retailers,Broadline Retailers,0.75,,9.325000305,Daniel Stewart & Company plc,2.325,-,-,,,,,,,,,,,,,
AIM,13/08/2007,01/08/2007,2007,IPO,,AMERICAN LEISURE GROUP LTD,New Company Placing,,British Virgin Islands,5753,Travel & Leisure,Hotels,120,,203.9678736,"Dawnay, Day Corporate Finance ",75,-,-,,,,,,,,,,,,,
AIM,07/08/2007,01/08/2007,2007,IPO,,STRATEGIC NATURAL RESOURCES PLC,New Company Placing,,United Kingdom,1771,Mining,Coal,30,,19.5,HB â Corporate,3,-,-,,,,,,,,,,,,,
AIM,06/08/2007,01/08/2007,2007,IPO,,IDATECH PLC,New Company Placing,,United Kingdom,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,100,,49.499969,Dresdner Kleinwort Limited,15.2725,-,-,,,,,,,,,,,,,
AIM,06/08/2007,01/08/2007,2007,IPO,,ENERGYBUILD GROUP PLC,New Company Placing,,United Kingdom,1771,Mining,Coal,20,,26,Seymour Pierce Limited,15,-,-,,,,,,,,,,,,,
AIM,06/08/2007,01/08/2007,2007,IPO,,NVIRO CLEANTECH PLC,New Company Placing,,United Kingdom,2757,Industrial Engineering,Industrial Machinery,63,,27.60720543,Grant Thornton UK LLP,7.5,-,-,,,,,,,,,,,,,
AIM,03/08/2007,01/08/2007,2007,IPO,,OAKLEY CAPITAL INVESTMENTS LTD,New Company Placing,,Bermuda,8985,Equity Investment Instruments,Equity Investment Instruments,100,,100,Colins Stewart Europe Limited,100,-,-,,,,,,,,,,,,,
International Main Market,03/08/2007,01/08/2007,2007,IPO,,SYMPHONY INTERNATIONAL HLDGS LTD,New Company Placing,,British Virgin Islands,8775,General Financial,Specialty Finance,1,,165.2991793,,92.84824189,-,-,,,,,,,,,,,,,
UK Main Market,03/08/2007,01/08/2007,2007,IPO,,SEPURA PLC,New Company Placing,,United Kingdom,9578,Technology Hardware & Equipment,Telecommunications Equipment,145,,197.712053,,54.3708153,-,-,,,,,,,,,,,,,
UK Main Market,03/08/2007,01/08/2007,2007,IPO,,PSOURCE STRUCTURED DEBT LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,30,,30,-,-,,,,,,,,,,,,,
AIM,03/08/2007,01/08/2007,2007,IPO,,ET-CHINA.COM INTL HLDGS LTD,New Company Placing,,United Kingdom,5759,Travel & Leisure,Travel & Tourism,127,,41.85081546,Seymour Pierce Limited,5.22,-,-,,,,,,,,,,,,,
AIM,03/08/2007,01/08/2007,2007,IPO,,NORDIC LAND LTD,New Company Placing,,United Kingdom,8733,Real Estate,Real Estate Holding & Development,100,,19.172588,Matrix Corporate Capital Limit,4.8788,-,-,,,,,,,,,,,,,
International Main Market,02/08/2007,01/08/2007,2007,IPO,,VIMETCO NV,International Offering (GDR),,Netherlands,1753,Industrial Metals,Aluminum,9,,965.3101756,,289.5930527,-,-,,,,,,,,,,,,,
AIM,02/08/2007,01/08/2007,2007,IPO,,RAPID REALISATIONS FUND LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,60,Grant Thornton UK LLP,60,-,-,,,,,,,,,,,,,
AIM,02/08/2007,01/08/2007,2007,IPO,,LEWIS CHARLES ROMANIA PRPTY LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,140,,27.406967,Canaccord Adams Limited,27.407,-,-,,,,,,,,,,,,,
AIM,02/08/2007,01/08/2007,2007,IPO,,LUDGATE ENVIRONMENTAL FUND LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,25.705,PricewaterhouseCoopers LLP (Lo,25.705,-,-,,,,,,,,,,,,,
AIM,01/08/2007,01/08/2007,2007,IPO,,AISI REALTY PUBLIC LTD,New Company Placing,,Cyprus,8733,Real Estate,Real Estate Holding & Development,32.25,,53.59686485,Libertas Capital Corporate Fin,16.1929,-,-,,,,,,,,,,,,,
AIM,01/08/2007,01/08/2007,2007,IPO,,WORLDSPREADS GROUP PLC,New Company Placing,,Republic of Ireland,5752,Travel & Leisure,Gambling,47,,18.29457187,Colins Stewart Europe Limited,5.7683,-,-,,,,,,,,,,,,,
UK Main Market,31/07/2007,01/07/2007,2007,IPO,,MONEYSUPERMARKET.COM GROUP PLC,International Offering (GDR),,United Kingdom,5555,Media,Media Agencies,170,,842.9583994,,179.9994,-,-,,,,,,,,,,,,,
AIM,31/07/2007,01/07/2007,2007,IPO,,EPICURE QATAR EQUITY OPPORTUNITIES,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,48.86,,82.2504,Panmure Gordon (Broking) Limit,83.7241,-,-,,,,,,,,,,,,,
AIM,31/07/2007,01/07/2007,2007,IPO,,CONNEMARA MINING PLC,New Company Placing,,Republic of Ireland,1775,Mining,General Mining,35,,5.3118485,Blue Oar Securities Plc,1,-,-,,,,,,,,,,,,,
International Main Market,30/07/2007,01/07/2007,2007,IPO,,GLOBEOP FINANCIAL SERVICES SA,New Company Placing,,Luxembourg,8777,General Financial,Investment Services,230,,208.1936425,,46.846285,-,-,,,,,,,,,,,,,
International Main Market,26/07/2007,01/07/2007,2007,IPO,,GUARANTY TRUST BANK,International Offering (GDR),,Nigeria,8355,Banks,Banks,11.2,,376.3780052,,376.3780052,-,-,,,,,,,,,,,,,
AIM,26/07/2007,01/07/2007,2007,IPO,,TAWA PLC,New Company Placing,,United Kingdom,8538,Nonlife Insurance,Reinsurance,125,,127.3637713,KBC Peel Hunt Limited,27.3638,-,-,,,,,,,,,,,,,
UK Main Market,25/07/2007,01/07/2007,2007,IPO,,THIRD POINT OFFSHORE INVESTORS LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,10,,260.9149211,,260.9149211,-,-,,,,,,,,,,,,,
UK Main Market,25/07/2007,01/07/2007,2007,IPO,,KAZAKHSTAN KAGAZY PLC,International Offering (GDR),,United Kingdom,2723,General Industrials,Containers & Packaging,5,,120.4486704,,120.4486704,-,-,,,,,,,,,,,,,
AIM,24/07/2007,01/07/2007,2007,IPO,,AFRICA OPPORTUNITY FUND LTD,New Company Placing,,Cayman Islands,8985,Equity Investment Instruments,Equity Investment Instruments,48.78,,60.975,Grant Thornton UK LLP,60.975,-,-,,,,,,,,,,,,,
AIM,24/07/2007,01/07/2007,2007,IPO,,CAPREGEN PLC,New Company Placing,,United Kingdom,4573,Pharmaceuticals & Biotechnology,Biotechnology,5,,4.4505,Blue Oar Securitied,3.2005,-,-,,,,,,,,,,,,,
International Main Market,23/07/2007,01/07/2007,2007,IPO,,ALLIANCE BANK JSC,International Offering (GDR),,Kazakhstan,8355,Banks,Banks,14,,353.2970287,,353.2970287,-,-,,,,,,,,,,,,,
AIM,20/07/2007,01/07/2007,2007,IPO,,NOSTRA TERRA OIL&GAS CO PLC,New Company Placing,,United Kingdom,533,Oil & Gas Producers,Exploration & Production,5,,15.0938236,Nabarro Wells & Co. Limited,3.5,-,-,,,,,,,,,,,,,
International Main Market,18/07/2007,01/07/2007,2007,IPO,,EASTPHARMA LTD,International Offering (GDR),,Bermuda,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,11,,87.50094033,,87.50094033,-,-,,,,,,,,,,,,,
UK Main Market,18/07/2007,01/07/2007,2007,IPO,,HENDERSON DIVERSIFIED INCOME LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,40.5,,40.5,-,-,,,,,,,,,,,,,
AIM,18/07/2007,01/07/2007,2007,IPO,,SPITFIRE OIL LTD,New Company Placing,,Bermuda,533,Oil & Gas Producers,Exploration & Production,60,,25.5304008,Colins Stewart Europe Limited,10,-,-,,,,,,,,,,,,,
AIM,17/07/2007,01/07/2007,2007,IPO,,PARK PLAZA HOTELS LTD,New Company Placing,,United Kingdom,5753,Travel & Leisure,Hotels,550,,225.182606,Morgan Stanley & Co Internatio,84.975,-,-,,,,,,,,,,,,,
UK Main Market,16/07/2007,01/07/2007,2007,IPO,,NORCROS PLC,New Company Placing,,United Kingdom,1775,Mining,General Mining,78,,115.9999495,,100.4660818,-,-,,,,,,,,,,,,,
AIM,16/07/2007,01/07/2007,2007,IPO,,SHIELDTECH PLC,New Company Placing,,United Kingdom,3763,Personal Goods,Clothing & Accessories,25,,13.1249405,Seymour Pierce Limited,10,-,-,,,,,,,,,,,,,
AIM,16/07/2007,01/07/2007,2007,IPO,,FRESHWATER UK PLC,New Company Placing,,United Kingdom,5555,Media,Media Agencies,85,,9.48005085,Charles Stanley Securities,4,-,-,,,,,,,,,,,,,
AIM,13/07/2007,01/07/2007,2007,IPO,,MAPLE ENERGY PLC,New Company Placing,,Republic of Ireland,537,Oil & Gas Producers,Integrated Oil & Gas,84,,63.2361492,Canaccord Capital (Europe) Lim,22.428,-,-,,,,,,,,,,,,,
AIM,12/07/2007,01/07/2007,2007,IPO,,PME AFRICAN INFRASTRUCTURE OPP PLC,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,49.74,,89.75583,Smith & Williamson,89.7558,-,-,,,,,,,,,,,,,
UK Main Market,12/07/2007,01/07/2007,2007,IPO,,SUPERGLASS HLDGS PLC,New Company Placing,,United Kingdom,2353,Construction & Materials,Building Materials & Fixtures,180,,105.0007104,,72.8276778,-,-,,,,,,,,,,,,,
AIM,12/07/2007,01/07/2007,2007,IPO,,DHIR INDIA INVESTMENTS PLC,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,150,,25.0000005,Evolution Securities Limited,25,-,-,,,,,,,,,,,,,
AIM,11/07/2007,01/07/2007,2007,IPO,,CHINA REAL ESTATE OPPORTUNITIES LTD,New Company Placing,,United Kingdom,8733,Real Estate,Real Estate Holding & Development,756,,397.8662209,Teather & Greenwood Limited,245.451,-,-,,,,,,,,,,,,,
AIM,11/07/2007,01/07/2007,2007,IPO,,TVC HLDGS PLC,New Company Placing,,Republic of Ireland,8775,General Financial,Specialty Finance,101.46,,102.5888227,Davy Stockbrokers,33.82,-,-,,,,,,,,,,,,,
UK Main Market,09/07/2007,01/07/2007,2007,IPO,,BRAMDEAN ALTERNATIVES LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,130.142311,,129.863148,-,-,,,,,,,,,,,,,
International Main Market,09/07/2007,01/07/2007,2007,IPO,,QUEENCO LEISURE INTERNATIONAL LTD,International Offering (GDR),,Israel,5752,Travel & Leisure,Gambling,14,,68.29552576,,68.29552576,-,-,,,,,,,,,,,,,
AIM,09/07/2007,01/07/2007,2007,IPO,,PLANT OFFSHORE GROUP LTD,New Company Placing,,United Kingdom,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,12,,20.00000004,HB Corporate,2,-,-,,,,,,,,,,,,,
AIM,06/07/2007,01/07/2007,2007,IPO,,JETION HLDGS LTD,New Company Placing,,British Virgin Islands,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,151,,112.0566108,Colins Stewart Europe Limited,30.5,-,-,,,,,,,,,,,,,
AIM,06/07/2007,01/07/2007,2007,IPO,,MOUNT ENGINEERING PLC,New Company Placing,,United Kingdom,2757,Industrial Engineering,Industrial Machinery,70,,12.7100001,BlueOar Securities Plc,1.0674,-,-,,,,,,,,,,,,,
AIM,05/07/2007,01/07/2007,2007,IPO,,VIETNAM INFRASTRUCTURE LTD,New Company Placing,,Cayman Islands,8985,Equity Investment Instruments,Equity Investment Instruments,49.93,,200.76853,Grant Thornton UK LLP,200.7685,-,-,,,,,,,,,,,,,
AIM,05/07/2007,01/07/2007,2007,IPO,,MOBILITYONE LTD,New Company Placing,,United Kingdom,2795,Support Services,Financial Administration,12.5,,11.7421505,HB Corporate,1.5375,-,-,,,,,,,,,,,,,
AIM,05/07/2007,01/07/2007,2007,IPO,,COBRA HLDGS PLC,New Company Placing,,United Kingdom,8534,Nonlife Insurance,Insurance Brokers,97,,36.08905952,"Dawnay, Day Corporate Finance ",0.9931,-,-,,,,,,,,,,,,,
International Main Market,04/07/2007,01/07/2007,2007,IPO,,GULF FINANCE HOUSE,International Offering (GDR),,Bahrain,8777,General Financial,Investment Services,25,,138.0739635,,138.0739635,-,-,,,,,,,,,,,,,
AIM,03/07/2007,01/07/2007,2007,IPO,,GENESIS WORLWIDE INC CDA,New Company Placing,,Canada,2353,Construction & Materials,Building Materials & Fixtures,94,,29.12388652,Canaccord Capital (Europe) Lim,9.4,-,-,,,,,,,,,,,,,
AIM,02/07/2007,01/07/2007,2007,IPO,,JSM INDOCHINA LTD,New Company Placing,,Cayman Islands,8733,Real Estate,Real Estate Holding & Development,49.93,,107.8,Evolution Securities Limited,109.846,-,-,,,,,,,,,,,,,
AIM,02/07/2007,01/07/2007,2007,IPO,,UTV MOTION PICTURES PLC,New Company Placing,,United Kingdom,5553,Media,Broadcasting & Entertainment,144.81,,150.8021379,Grant Thornton UK LLP,34.9541,-,-,,,,,,,,,,,,,
AIM,02/07/2007,01/07/2007,2007,IPO,,FIRST COMMUNICATIONS INC,New Company Placing,,USA,6535,Fixed Line Telecommunications,Fixed Line Telecommunications,249.68,,65.0840856,Colins Stewart Europe Limited,22.8832,-,-,,,,,,,,,,,,,
AIM,02/07/2007,01/07/2007,2007,IPO,,SDI GROUP PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,49,,51.98900049,Cenkos Securities Limited,2.989,-,-,,,,,,,,,,,,,
UK Main Market,29/06/2007,01/06/2007,2007,IPO,,3I QUOTED PRIVATE EQUITY LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,400,,400,-,-,,,,,,,,,,,,,
PSM,29/06/2007,01/06/2007,2007,IPO,,UNITED BANK LTD,International Offering (GDR),,Pakistan,8355,Banks,Banks,12.8543,,284.8595913,,284.8595913,-,-,,,,,,,,,,,,,
AIM,28/06/2007,01/06/2007,2007,IPO,,LEAF CLEAN ENERGY CO,New Company Placing,,Cayman Islands,8775,General Financial,Specialty Finance,100,,200,,200,-,-,,,,,,,,,,,,,
AIM,26/06/2007,01/06/2007,2007,IPO,,EAG LTD,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,265,,176.8637613,,124.9003,-,-,,,,,,,,,,,,,
AIM,26/06/2007,01/06/2007,2007,IPO,,SILANIS INTERNATIONAL LTD,New Company Placing,,United Kingdom,9537,Software & Computer Services,Software,46,,10.005,,10.005,-,-,,,,,,,,,,,,,
AIM,26/06/2007,01/06/2007,2007,IPO,,CHINA MEDICAL SYSTEM HLDGS LTD,New Company Placing,,Cayman Islands,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,138,,65.19999888,,10,-,-,,,,,,,,,,,,,
UK Main Market,22/06/2007,01/06/2007,2007,IPO,,F&C EVENT DRIVEN LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,75.000002,,75,-,-,,,,,,,,,,,,,
AIM,22/06/2007,01/06/2007,2007,IPO,,NORTHWEST BIOTHERAPEUTICS INC,New Company Placing,,USA,4573,Pharmaceuticals & Biotechnology,Biotechnology,95,,39.9105336,,15,-,-,,,,,,,,,,,,,
AIM,22/06/2007,01/06/2007,2007,IPO,,AOI MEDICAL INC,New Company Placing,,USA,4535,Health Care Equipment & Services,Medical Equipment,344,,28.97363736,,8,-,-,,,,,,,,,,,,,
AIM,21/06/2007,01/06/2007,2007,IPO,,TITANIUM ASSET MANAGEMENT CORP,New Company Placing,,USA,8775,General Financial,Specialty Finance,304.66,,69.706208,,60.932,-,-,,,,,,,,,,,,,
AIM,21/06/2007,01/06/2007,2007,IPO,,EUROPEAN CONVERGENCE DEVELOPMENT CO,New Company Placing,,United Kingdom,8733,Real Estate,Real Estate Holding & Development,64.2195633,,64.99907284,,40.5597,-,-,,,,,,,,,,,,,
AIM,21/06/2007,01/06/2007,2007,IPO,,MEDICSIGHT PLC,New Company Placing,,United Kingdom,9537,Software & Computer Services,Software,110,,171.0773944,,32,-,-,,,,,,,,,,,,,
AIM,21/06/2007,01/06/2007,2007,IPO,,WESTMINSTER GROUP PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,67.5,,9.1613268,,3.0627,-,-,,,,,,,,,,,,,
AIM,21/06/2007,01/06/2007,2007,IPO,,VICORP GROUP,New Company Placing,,United Kingdom,9537,Software & Computer Services,Software,4,,7.68249212,,1.619,-,-,,,,,,,,,,,,,
UK Main Market,20/06/2007,01/06/2007,2007,IPO,,FERREXPO PLC,New Company Placing,,United Kingdom,1757,Industrial Metals,Steel,140,,848.49919,,101.5383054,-,-,,,,,,,,,,,,,
AIM,20/06/2007,01/06/2007,2007,IPO,,BURANI DESIGNER HLDG NV,New Company Placing,,Netherlands,5371,General Retailers,Apparel Retailers,504.96,,381.7690293,,87.8069,-,-,,,,,,,,,,,,,
UK Main Market,20/06/2007,01/06/2007,2007,IPO,,SALTUS EUROPEAN DEBT STRATEGIES LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,48,,48,-,-,,,,,,,,,,,,,
AIM,18/06/2007,01/06/2007,2007,IPO,,INDIAN FILM COMPANY LTD(THE),New Company Placing,,United Kingdom,5553,Media,Broadcasting & Entertainment,100,,55,,55,-,-,,,,,,,,,,,,,
AIM,18/06/2007,01/06/2007,2007,IPO,,CBAYSYSTEMS HLDGS LTD,New Company Placing,,British Virgin Islands,2791,Support Services,Business Support Services,89,,57.85212977,,12.7497,-,-,,,,,,,,,,,,,
AIM,18/06/2007,01/06/2007,2007,IPO,,BLUESTAR SECUTECH INC,New Company Placing,,British Virgin Islands,3743,Leisure Goods,Consumer Electronics,48,,34.94784,,11.1398,-,-,,,,,,,,,,,,,
AIM,15/06/2007,01/06/2007,2007,IPO,,ADVANCE FRONTIER MARKETS FUND LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,50.82,,43.197,,43.197,-,-,,,,,,,,,,,,,
AIM,14/06/2007,01/06/2007,2007,IPO,,MAXJET AIRWAYS INC,New Company Placing,,USA,5751,Travel & Leisure,Airlines,138,,96.08633502,,50.5104,-,-,,,,,,,,,,,,,
AIM,13/06/2007,01/06/2007,2007,IPO,,CHINA CENTRAL PROPERTIES LTD,New Company Placing,,United Kingdom,8733,Real Estate,Real Estate Holding & Development,100,,270.234,,151.23,-,-,,,,,,,,,,,,,
AIM,12/06/2007,01/06/2007,2007,IPO,,MODERN WATER PLC,New Company Placing,,United Kingdom,7577,"Gas, Water & Multiutilities",Water,119,,70.04659515,,30,-,-,,,,,,,,,,,,,
AIM,12/06/2007,01/06/2007,2007,IPO,,VESTPA PLC,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,1,,3.70000002,,3.2,-,-,,,,,,,,,,,,,
UK Main Market,11/06/2007,01/06/2007,2007,IPO,,PV CRYSTALOX SOLAR PLC,New Company Placing,,United Kingdom,2733,Electronic & Electrical Equipment,Electrical Components & Equipment,130,,541.7429355,,54.2428055,-,-,,,,,,,,,,,,,
UK Main Market,07/06/2007,01/06/2007,2007,IPO,,EAGA PLC,New Company Placing,,United Kingdom,2791,Support Services,Business Support Services,181,,452.9694,,30.00000066,-,-,,,,,,,,,,,,,
International Main Market,06/06/2007,01/06/2007,2007,IPO,,PIK GROUP OJSC,International Offering (GDR),,Russia,8733,Real Estate,Real Estate Holding & Development,25,,466.006713,,466.006713,-,-,,,,,,,,,,,,,
AIM,06/06/2007,01/06/2007,2007,IPO,,GLOBUS MARITIME LTD,New Company Placing,,United Kingdom,2773,Industrial Transportation,Marine Transportation,300,,85.792461,,25.27,-,-,,,,,,,,,,,,,
AIM,06/06/2007,01/06/2007,2007,IPO,,PRESSURE TECHNOLOGIES PLC,New Company Placing,,United Kingdom,2757,Industrial Engineering,Industrial Machinery,150,,17.00043,,6,-,-,,,,,,,,,,,,,
AIM,05/06/2007,01/06/2007,2007,IPO,,ORIGIN ENTERPRISES PLC,New Company Placing,,Republic of Ireland,3573,Food Producers,Farming & Fishing,204.08,,271.4581793,,68.0267,-,-,,,,,,,,,,,,,
UK Main Market,04/06/2007,01/06/2007,2007,IPO,,MATRIX EUROPEAN REAL EST INVMT TST,New Company Placing,,United Kingdom,8733,Real Estate,Real Estate Holding & Development,675,,260.0594505,,170.775,-,-,,,,,,,,,,,,,
International Main Market,01/06/2007,01/06/2007,2007,IPO,,TALVIVAARA MINING CO LTD,New Company Placing,,Finland,1755,Industrial Metals,Nonferrous Metals,250,,435.21417,,210.631595,-,-,,,,,,,,,,,,,
AIM,01/06/2007,01/06/2007,2007,IPO,,DRAGON-UKRAINIAN PROPERTIES&DEVLPMT,New Company Placing,,United Kingdom,8733,Real Estate,Real Estate Holding & Development,99.24,,104.7919749,,103.2096,-,-,,,,,,,,,,,,,
UK Main Market,01/06/2007,01/06/2007,2007,IPO,,CLOSE ENHANCED COMMODITIES FUND II,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,45.25,,45.25,-,-,,,,,,,,,,,,,
AIM,01/06/2007,01/06/2007,2007,IPO,,TYRATECH INC,New Company Placing,,USA,1357,Chemicals,Specialty Chemicals,500,,110.00011,,25,-,-,,,,,,,,,,,,,
AIM,30/05/2007,01/05/2007,2007,IPO,,ITACARE CAPITAL INVESTMENTS LTD,New Company Placing,,British Virgin Islands,8733,Real Estate,Real Estate Holding & Development,50.38,,43.8306,Numis Securities Limited,38.2233,-,-,,,,,,,,,,,,,
AIM,24/05/2007,01/05/2007,2007,IPO,,VECTRIX CORP,New Company Placing,,USA,3353,Automobiles & Parts,Automobiles,52,,134.8692706,HSBC Bank plc,37.44,-,-,,,,,,,,,,,,,
AIM,23/05/2007,01/05/2007,2007,IPO,,PLANTIC TECHNOLOGIES LTD,New Company Placing,,Australia,1357,Chemicals,Specialty Chemicals,64,,50.86476032,Libertas Capital Corporate Fin,20,-,-,,,,,,,,,,,,,
AIM,22/05/2007,01/05/2007,2007,IPO,,ROXI PETROLEUM PLC,New Company Placing,,United Kingdom,533,Oil & Gas Producers,Exploration & Production,38,,63.9188462,W H Ireland Limited,38.9288,-,-,,,,,,,,,,,,,
UK Main Market,18/05/2007,01/05/2007,2007,IPO,,HARGREAVES LANSDOWN PLC,New Company Placing,,United Kingdom,8771,General Financial,Asset Managers,150,,711.4779375,,177.8695875,-,-,,,,,,,,,,,,,
International Main Market,17/05/2007,01/05/2007,2007,IPO,,VTB BANK(JSC),International Offering (GDR),,Russia,8355,Banks,Banks,10.56,,3218.162968,,3218.162968,-,-,,,,,,,,,,,,,
UK Main Market,17/05/2007,01/05/2007,2007,IPO,,HILTON FOOD GROUP PLC,New Company Placing,,United Kingdom,3577,Food Producers,Food Products,150,,104.4850005,,52.242501,-,-,,,,,,,,,,,,,
UK Main Market,15/05/2007,01/05/2007,2007,IPO,,RUGBY ESTATES INVESTMENT TRUST PLC,New Company Placing,,United Kingdom,8733,Real Estate,Real Estate Holding & Development,100,,50.0002,,50,-,-,,,,,,,,,,,,,
AIM,15/05/2007,01/05/2007,2007,IPO,,JPMORGAN PROGRESSIVE MULTI-STRGY FD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,100,,25.06,Shore Capital & Corporate Limi,25,-,-,,,,,,,,,,,,,
AIM,15/05/2007,01/05/2007,2007,IPO,,BOUNDARY CAPITAL PLC,New Company Placing,,Republic of Ireland,8775,General Financial,Specialty Finance,68.15,,36.38337953,Davy,17.20847815,-,-,,,,,,,,,,,,,
AIM,15/05/2007,01/05/2007,2007,IPO,,DIAMONDTECH INC,New Company Placing,,Cayman Islands,2757,Industrial Engineering,Industrial Machinery,12.5,,21.75875,Strand Partners Limited,4.25,-,-,,,,,,,,,,,,,
International Main Market,11/05/2007,01/05/2007,2007,IPO,,AFI DEVELOPMENT PLC,International Offering (GDR),,Cyprus,8733,Real Estate,Real Estate Holding & Development,14,,773.1505815,,773.1505815,-,-,,,,,,,,,,,,,
International Main Market,11/05/2007,01/05/2007,2007,IPO,,PHARMSTANDARD OJSC,International Offering (GDR),,Russia,4577,Pharmaceuticals & Biotechnology,Pharmaceuticals,14.55,,276.0661319,,276.0661319,-,-,,,,,,,,,,,,,
AIM,11/05/2007,01/05/2007,2007,IPO,,POWERFLUTE OYJ,New Company Placing,,Finland,1737,Forestry & Paper,Paper,110,,96.8,Colins Stewart Europe Limited,96.8,-,-,,,,,,,,,,,,,
AIM,11/05/2007,01/05/2007,2007,IPO,,TEMBUSU INVESTMENTS LTD,New Company Placing,,Bermuda,8775,General Financial,Specialty Finance,10,,8.4,ARM Corporate Finance Limited,3,-,-,,,,,,,,,,,,,
UK Main Market,10/05/2007,01/05/2007,2007,IPO,,EUROPEAN CAPITAL LTD,New Company Placing,,United Kingdom,8985,Equity Investment Instruments,Equity Investment Instruments,9.84,,715.5322844,,85.38129061,-,-,,,,,,,,,,,,,
AIM,09/05/2007,01/05/2007,2007,IPO,,TAU CAPITAL PLC,New Company Placing,,United Kingdom,8775,General Financial,Specialty Finance,50.21,,126.0166693,Numis Securities Limited,125.525,-,-,,,,,,,,,,,,,
AIM,04/05/2007,01/05/2007,2007,IPO,,DAWNAY DAY SIRIUS LTD,New Company Placing,,United Kingdom,8733,Real Estate,Real Estate Holding & Development,68.3,,204.93,JPMorgan Cazenove Limited,185.9126,-,-,,,,,,,,,,,,,
UK Main Market,02/05/2007,01/05/2007,2007,IPO,,LOCAL SHOPPING REIT PLC(THE),New Company Placing,,United Kingdom,8737,Real Estate,Real Estate Investment Trusts,174,,166.96,,160,-,-,,,,,,,,,,,,,
UK Main Market,02/05/2007,01/05/2007,2007,IPO,,CINEWORLD GROUP,New Company Placing,,United Kingdom,5755,Travel & Leisure,Recreational Services,170,,240.9265653,,120.0000012,-,-,,,,,,,,,,,,,
AIM,02/05/2007,01/05/2007,2007,IPO,,NETDIMENSIONS(HLDGS)LTD,New Company Placing,,Cayman Islands,9537,Software & Computer Services,Software,62,,15.22135712,Teather & Greenwood Limited,15.2214,-,-,,,,,,,,,,,,,
UK Main Market,01/05/2007,01/05/2007,2007,IPO,,WELLSTREAM HLDGS PLC,International Offering (GDR),,United Kingdom,573,"Oil Equipment, Services & Distribution",Oil Equipment & Services,320,,318.6552,,75,-,-,,,,,,,,,,,,,
AIM,01/05/2007,01/05/2007,2007,IPO,,DIRECT WONEN N.V.,New Company Placing,,Netherlands,8733,Real Estate,Real Estate Holding & Development,137,,215.6462584,Colins Stewart Europe Limited,61.2245,-,-,,,,,,,,,,,,,
International Main Market,30/04/2007,01/04/2007,2007,IPO,,MAGNITOGORSK IRON & STEEL WORKS,International Offering (GDR),,Russia,1757,Industrial Metals,Steel,12.5,,508.323805,,508.323805,-,-,,,,,,,,,,,,,
